name,car_park_no,address,weekday_before_5,weekday_after_5,sat,sun,postal,x_coord,y_coord
Paya Lebar Quarter (PLQ Mall),T0014,"10 Paya Lebar Road, S(409057)",$1.95/hr from 6am to 5.59pm ,$3.00/entry from 6pm to 5.59am the following day ,"$1.95/hr from 6am to 5.59pm, $3.00/entry from 6pm to 5.59am the following day ","$1.95/hr from 6am to 5.59pm, $3.00/entry from 6pm to 5.59am the following day ",409057,34623.28809,33306.09653
Paya Lebar Square,T0014,"60 Paya Lebar Road, S(409051)","$1.50 for 1st hr, $0.80 for next subsequent 30min from 12midnight to 6pm ",$2.00/entry from 6pm to 12midnight ,"Free parking for 1st hr, subsequently $0.535/30min from 7am to 7am the following day ","Free parking for 1st hr, subsequently $0.535/30min from 7am to 7am the following day ",409051,34595.30319,33453.4435
People's Park Complex,T0014,"1 Park Road, S(059108)","$3.21 for the first hr, $1.71 for next subsequent 30min from 6am to 7pm ",$4.70/entry from 7pm to 6am the following day ,Charges same as weekdays ,"$3.75 for the 1st 2hrs, $1.61 for next subsequent hr from 6am to 6am the following day ",59108,29031.91623,29608.68038
Plaza Singapura,T0014,"68 Orchard Road, S(238839)","$1.60 for 1st hr, $0.50 for next subsequent 15min from 12midnight to 5.59pm the following day on Mon to Fri ","$3.00/entry from 6pm to 11.59pm from Mon to Thur, $3.00/entry from 6pm to 2.59am the following day on Fri and Eve of PH ","$3.00 for 1st 2hr, $0.50 for next subsequent 15min from 3am to 5.59pm, $3.00/entry from 6pm to 2.59am the following day ","$3.00 for 1st 2hr, $0.50 for next subsequent 15min from 3am to 5.59pm, $3.00/entry from 6pm to 11.59pm ",238839,29308.13259,31465.15039
Punggol Plaza,T0014,"168 Punggol Field, S(820168)","Free for 1st 10min, $0.60 for next subsequent 30min from 7am to 10.30pm ","$0.60/30min from 10.30pm to 7am the following day, capped at $5.00 ",Charges same as weekdays ,Charges same as weekdays ,820168,36880.84841,41786.39591
Quayside Isle @ Sentosa Cove,T0014,"31 Ocean Way, Sentosa Cove, S(098375)",$3.50/entry from 7am to 12midnight from Mon to Thursday ,$3.50/entry from 7am to 12midnight from Mon to Thursday ,"$4.00 for 1st 4hr from 7am to 5pm, $4.00/entry from 5pm to 1am from Friday to Sunday ","$4.00 for 1st 4hr from 7am to 5pm, $4.00/entry from 5pm to 1am from Friday to Sunday ",98375,28986.54731,25520.18741
Queensway Shopping Centre,T0014,"1 Queensway, S(149053)","$1.92 for 1st 1hr, $1.71 for next subsequent 30min from 8am to 5.59pm ",$3.53/entry from 6pm to 7.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,149053,24669.32821,30003.7872
Riverside Point,T0014,"30 Merchant Road, S(058282)","$2.30 for 1st hr, $1.00 for next subsequent 30min from 6am to 5pm ",$3.50/entry from 5pm to 6am the following day ,Charges same as weekdays ,$3.50/entry from 6am to 6am the following day ,58282,29216.52793,30176.143
Rivervale Mall,T0014,"11 Rivervale Crescent, S(545082)","$1.28 for 1st hr, $0.64 for next subsequent 30min from 12midnight to 11.59pm ","$1.28 for 1st hr, $0.64 for next subsequent 30min from 12midnight to 11.59pm ",Charges same as weekdays ,Charges same as weekdays ,545082,35919.73968,41601.66468
Robertson Walk,T0014,"11 Unity Street, S(237995)","$1.50 for 1st hr, $0.50 for next subsequent 30min form 6am to 6pm ",$4.00/entry from 6pm to 6am the following day ,Charges same as weekdays ,$4.00/entry from 6am to 6am the following day ,237995,28872.3624,30485.05519
Rochester Mall,T0014,"33 Rochester Drive, S(138639)","$1.30 for 1st hr, $0.65 for next subsequent 30min for all day ",Charges same as weekdays ,Charges same as weekdays ,Charges same as weekdays ,138639,22997.76473,31971.28269
Roxy Square,T0014,"50 East Coast Road, S(428769)","$0.60 for 1st 30min, $0.70 for next subsequent 30min from 7am to 6pm ","$2.50/entry from 6pm to 12midnight, $0.70 for next subsequent 30min from 12midnight to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,428769,35947.17831,31739.74454
Royal Plaza on Scotts,T0014,"25 Scotts Road, S(228220)","$4.80 for 1st hr, $1.80 for next subsequent 30min from 8am to 6pm ",$5.80/entry from 6pm to 8am the following day ,Charges same as weekdays ,$5.80/entry from 8am to 8am the following day ,228220,27879.28723,32158.7446
Royal Square @ Novena,T0014,"101 Irawaddy Road, S(329565)","$2.00 for 1st hr, $1.00 for next subsequent 30min from 7am to 5.59pm ",$2.50/entry from 6pm to 6.59am the following day ,Charges same as weekdays ,"$2.20 for 1st 4hr, $1.10 for next subsequent 30min from 7am to 5.59pm, $2.50/entry from 6pm to 6.59am the following day ",329565,29101.84811,33647.61361
Scotts Square,T0014,"6 Scotts Road, S(228209)","$3.00 for 1st hr, $1.50 for next subsequent 30min from 8am to 5.29pm ",$4.50/entry from 5.30pm to 7.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,228209,27962.8041,32020.42061
Seah Im Carpark,T0014,2 Seah Im Road S(099114),$0.60/30min from 7am to 10.30pm ,$0.60/30min from 10.30pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,99114,26430.92389,27678.80218
Sembawang Shopping Centre,T0014,"604 Sembawang Road, S(758459)","$1.28 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 11.59pm ","$1.28 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 11.59pm ","$1.50 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 11.59pm ","$1.50 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 11.59pm ",758459,27070.97491,47058.30699
Serene Centre,T0014,"10 Jalan Serene, S(258748)","$2.14 for 1st hr, $1.93 for next subsequent 30min from 7am to 7am the following day ","$2.14 for 1st hr, $1.93 for next subsequent 30min from 7am to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,258748,25816.50092,33871.4044
Shaw Plaza,T0014,"352 Balestier Road, S(329780)",$1.20/hr from 8am to 5pm ,$2.00/entry from 5pm to 7.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,329780,30015.28156,34134.39831
Siglap Centre,T0014,"55 Siglap Road, S(455871)",$0.82/30min from 8am to 5pm  ,$0.82/30min from 5pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,455871,38008.53787,32764.31627
Siglap V,T0014,"2 First Sreet, S(458278)",$0.80/30min from 7am to 10pm ,$3.00/entry from 10pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,458278,38053.90549,32783.289
Sim Lim Square,T0014,"1 Rochor Canal Road, S(188504)","$1.80/30min for 1st hr, $0.06/min from 3am to 6pm ",$3/entry from 6pm to 3am the following day  ,Charges same as weekdays ,Charges same as weekdays ,188504,30193.90991,31694.31759
Sin Ming Plaza,T0014,"6 Sin Ming Road, S(575585)","$1.50 for 1st hr, $0.75 for next subsequent 30min from 8am to 5pm  ","$1.50 for 1st hr, $0.75 for next subsequent 30min from 5pm to 8am the following day ",Charges same as weekdays ,Charges same as weekdays ,575585,28343.7298,37218.31434
Singapore Shopping Centre,T0014,"190 Clemenceau Avenue, S(239924)","$2.50 for 1st hr, $1.25 for next subsequent 30min from 8.01am to 8pm ",$3.00/entry from 8.01pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,239924,29204.14708,31166.37861
South Bridge Court,T0014,"22 Cross Street, S(048421)",$1.80/30min from 8am to 5.59pm ,$3.00/entry from 6pm to 7.59am the following day ,"$3.00/entry from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ","$3.00/entry from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ",48421,29489.54003,29621.12564
Space Kovan,T0014,"11 Yio Chu Kang Road, S(545523)",$1.50/hr from 8am to 6pm ,$1.50/hr from 6pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,545523,32849.78831,37414.16538
Square 2,T0014,"10 Sinaran Drive, S(307506)","$2.14 for 1st hr, $1.07 for next subsequent 30min from 7am to 6pm ",$2.68/entry from 6pm to 7am the following day ,Charges same as Weekdays ,"$2.35 for 1st 4hr, $1.18 for next subsequent 30min from 7am to 6pm, $2.68/entry from 6pm to 7am the following day ",307506,29210.17441,33633.18024
Sun Plaza,T0014,"30 Sembawang Drive, S(757713)","$1.39 for 1st hr, $0.75 for subsequent 30min from 7am to 4.59pm ","$2.68/entry from 5pm to 10.59pm, $3.96/entry from 11pm to 6.59am the following day ",Charges same as Weekdays ,Charges same as Weekdays ,757713,26465.56515,47760.16106
Sunshine Plaza,T0014,"91 Bencoolen Street, S(189652)","(Mon-Thurs) $2.00 for 1st hr, $0.04 for next subsequent min from 7am to 9pm ",(Mon-Thurs) $5.00/entry from 9pm to 7am the following day ,"(Fri-Sat) $2.20 for 1st hr, $0.04 for next subsequent min from 7am to 9pm, $5.00/entry from 9pm to 7am the following day ","$2.20 for 1st hr, $0.04 for next subsequent min from 7am to 9pm, $5.00/entry from 9pm to 7am the following day ",189652,29975.44284,31413.82933
Swissotel The Stamford Hotel,T0014,"2 Stamford Road, S(178882)","$2.20 for 1st 1hr, $0.55 for next subsequent 15min from 8am to 6pm ",$3.00/entry from 6pm to 8am the following day ,"$2.20 for 1st 2hr, $0.40 for next subsequent 15min from 8am to 8am the following day ","$2.20 for 1st 2hr, $0.40 for next subsequent 15min from 8am to 8am the following day ",178882,30232.93754,30633.29743
Taman Jurong Shopping Centre,T0014,"399 Yung Sheng Road, S(610399)",$0.60/30min from 7am to 5.59pm ,"$0.60/30min up to a maximum charge of $1.50 from 6pm to 10.29pm, $0.60/30min up to a maximum charge of $5.00 from 10.30pm to 6.59am the following day ","$0.60/30min up to a maximum charge of $1.50 from 7am to 10.30pm, $0.60/30min up to a maximum charge of $5.00 from 10.30pm to 6.59am the following day ","$0.60/30min up to a maximum charge of $1.50 from 7am to 10.30pm, $0.60/30min up to a maximum charge of $5.00 from 10.30pm to 6.59am the following day ",610399,15440.2441,35226.16899
Tampines 1,T0014,"10 Tampines Central 1, S(529536)","$1.28 for 1st hr, $0.68/30min from 7am to 6pm ",$2.57/entry from 6.01pm to 1.30am the following day ,"$1.28 for 1st hr, $0.86/30min from 7am to 6pm, $2.57/entry from 6.01pm to 1.30am the following day ","$1.28 for 1st hr, $0.86/30min from 7am to 6pm, $2.57/entry from 6.01pm to 1.30am the following day ",529536,40444.58801,37379.98269
Tampines Mall,T0014,"4 Tampines Central 5, S(529510)","$1.28 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 5.59pm from Mon to Fri and Eve of PH ","$2.57/entry from 6pm to 11.59pm from Mon to Thurs, $2.57/entry from 6 pm to 2.59am on Fri and Eve of PH ","$2.57 for 1st 2hr, $0.43 for next subsequent 15min from 3am to 5.59pm. $2.57/entry from 6pm to 2.59am the following day ","$2.57 for 1st 2hr, $0.43 for next subsequent 15min from 3am to 5.59pm. $2.57/entry from 6pm to 11.59pm ",529510,40393.56046,37178.89631
Tampines Mart,T0014,"11 Tampines Street 32, S(529287)",$0.70/30min from 8am to 5pm ,$0.70/30min from 5pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,529287,42087.10061,37405.0789
Tang Plaza,T0014,"320 Orchard Road, S(238865)","$2.00 for 1st hr, $0.05/min up to a maximum charge of $18.00 from 6am to 6pm  ",$6.00/entry from 6pm to 6am the following day ,Charges same as weekdays ,Charges same as weekdays ,238865,27950.53065,31928.25445
Tanglin Mall,T0014,"163 Tanglin Road, S(247933)","$2.40 for 1st hr, $1.20 for subsequent 30min from 6.01am to 5pm ",$3.50/entry from 5.01pm to 6am the following day ,"$2.40 for 1st hr, $1.20 for subsequent 30min from 6.01am to 1pm, $3.50/entry from 1.01pm to 6am the following day ",$3.50/entry from 6.01am to 6am the following day ,247933,26949.9613,31909.5818
Tanglin Place,T0014,"91 Tanglin Road, S(247918)","$2.40 for 1st hr, $1.20 for subsequent 30min from 6.01am to 6pm ","$2.40 for 1st hr, $1.20 for subsequent 30min from 6.01pm to 6am the following day, capped at $4.80 ","$2.40 for 1st hr, $1.20 for subsequent 30min from 6.01am to 6pm, $2.40 for 1st hr, $1.20 for subsequent 30min from 6.01pm to 6am the following day, capped at $4.80 ","$2.40 for 1st hr, $1.20 for subsequent 30min from 6am to 6am the following day, capped at $4.80 ",247918,27085.19968,31957.46853
Tanglin Post Office,T0014,"56 Tanglin Road, S(247964)","$2.40 for 1st hr, $1.20 for next subsequent 30min from 6.01am to 5pm ",$3.50/entry from 5.01pm to 6am the following day ,"$2.40 for 1st hr, $1.20 for next subsequent 30min from 6.01am to 1pm, $3.50/entry from 1.01pm to 6am the following day ",$3.50/entry from 6.01am to 6am the following day ,247964,26849.32646,31996.9638
Tanglin Shopping Centre,T0014,"19 Tanglin Road, S(247909)","$3.50 for 1st hr, $1.75 for next subsequent 30min from 8am to 5.59pm ",$3.60/entry from 6pm to 7.59am the following day ,Charges same as Weekdays ,$3.60/entry from 8am to 7.59am the following day ,247909,27300.86431,32077.57988
Tanjong Katong Complex,T0014,"845 Geylang Road, S(400845)",HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,HDB / URA parking rates ,400845,34797.04883,33176.14751
Tanjong Pagar Plaza,T0014,"1 Tanjong Pagar Plaza, S(082001)",$1.20/30min from 7am to 5pm ,"$0.60/30min from 5pm to 10.30pm, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ",Charges same as weekdays ,"$0.60/30min from 7am to 10.30pm, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ",82001,29068.95102,28747.7627
Tekka Place,T0014,"2 Serangoon Road, S(218227)","$2.00 for 1st hr, $1.00 for next subsequent 30min from 7am to 6pm  ","$3.00/entry from 6pm to 12midnight, $1.00/30min from 12midnight to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,218227,30020.56296,31937.33488
Textile Centre,T0014,"200 Jalan Sultan, S(199018)",$2.20/hr from 8am to 5.59pm ,$3.00/entry from 6pm to 7.59am the following day ,Charges same as weekdays ,$3.00/entry from 8am to 7.59am the following day ,199018,31142.37156,31812.88779
The Bencoolen,T0014,"180 Bencoolen Street, S(189646)",$1.20/30min from 6am to 5pm ,"$1.20/hr from 5pm to 11pm, $3.00/entry from 11pm to 6am the following day ",Charges same as weekdays ,"$1.20/hr from 6am to 11pm, $3.00/entry from 11pm to 6am the following day ",189646,30228.4932,31553.41568
The Cathay,T0014,"2 Handy Road, S(229233)","$1.40/30min from 8am to 9.59am, $1.40/hr from 10am to 5.59pm ",$3.00/entry from 6pm to 7.59am the following day ,"$1.40/hr from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ","$1.40/hr from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ",229233,29610.51601,31282.66009
The Centrepoint,T0014,"176 Orchard Road, S(238843)","$2.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 5pm ","$2.00 for 1st hr, $1.50 for next subsequent hr from 5pm to 7am the following day ","$2.00 for 1st hr, $1.50/30min subsequently from 7am to 5pm, $2.00 for 1st hr, $1.50/hr subsequently from 5pm to 7am the following day ","$2.00 for 1st hr, $1.50/30min subsequently from 7am to 5pm, $2.00 for 1st hr, $1.50/hr subsequently from 5pm to 7am the following day ",238843,28749.63899,31540.3765
The Clementi Mall,T0014,3155 Commonwealth Avenue West S(129588),"$1.60 for 1st hr, $0.80 for next subsequent 30min from 9am to 11pm ","$1.60 for 1st hr, $0.80 for next subsequent 30min from 9am to 11pm ",Charges same as weekdays ,Charges same as weekdays ,129588,20351.88751,33092.8496
The Heeren,T0014,"260 Orchard Road, S(238855)",$1.61/30min from 8am to 11pm ,$1.61/30min from 8am to 11pm ,"$5.35 for 1st 3hr, $1.61 for next subsequent 30min from 8am to 11pm  ","$5.35 for 1st 3hr, $1.61 for next subsequent 30min from 8am to 11pm ",238855,28445.01876,31666.00068
The Lawn @ Marina Bay,T0014,"12 Marina Boulevard, S(018982)",$0.80/10min from 6am to 6pm ,"$3.00 for 1st four hr, $0.25 for next subsequent 10min from 6pm to 6am. ","$3.00 for 1st four hr, $0.25 for next subsequent 10min. ","$3.00 for 1st four hr, $0.25 for next subsequent 10min. ",18982,30334.77635,29062.53681
The Luxe,T0014,"6 Handy Road, S(229234)",$1.20/hr from 7am to 7am the following day ,$1.20/hr from 7am to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,229234,29543.26382,31334.20156
The Midtown,T0014,"1189 Upper Serangoon Road, S(534785)","$1.20 for 1st hr, $0.70 for next subsequent 30min from 7am to 7pm ","$1.20 for 1st hr, $0.70 for next subsequent 30min from 7pm to 7am the following day ","$0.30 for 1st 15min, $0.90 for next 45min, $0.70 for next subsequent 30min from 7am to 7pm ","$0.30 for 1st 15min, $0.90 for next 45min, $0.70 for next subsequent 30min from 7am to 7pm ",534785,34877.83814,39194.6139
The Pier at Robertson,T0014,"80 Mohamed Sultan Road, S(239013)","$1.20 for 1st hr, $0.60 for next subsequent 30min from 8am to 6pm ",$4.00/entry from 6pm to 8am the following day ,"$1.20 for 1st hr, $0.60 for next subsequent 30min from 8am to 1pm, $4.00/entry from 1pm to 8am the following day ",$4.00/entry from 8am to 8am the following day ,239013,28805.14254,30423.93905
The Plaza,T0014,"7500 Beach Road, S(199590)","$2.50 for 1st hr, $1.50 for next subsequent 30min from 7am to 5pm ",$2.50/entry from 5pm to 7am the following day ,"$2.50 for 1st hr, $1.50 for next subsequent 30min from 7am to 1pm, $2.50/entry from 1pm to 7am the following day ",$2.50/entry from 7am to 7am the following day ,199590,31109.9323,31360.59506
The Sail @ Marina Bay,T0014,2 Marina Boulevard S(018987),$4/hr from 6am to 6pm ,$1.50/hr from 6pm to 5.59am the following day ,"$4/hr from 6am to 5.59pm, $1.50/hr from 1pm onwards ",$1.50/hr ,18987,30152.38281,29246.50498
The Seletar Mall,T0014,"33 Sengkang West Avenue, S(797653)","$1.20 for 1st hr, $0.60 for next subsequent 30min from 10am to 5pm ","$1.20 for 1st hr, $0.60 for next subsequent 30min from 5pm to 10pm ",Charges same as weekdays ,Charges same as weekdays ,797653,32773.61296,41470.15714
The Star Vista,T0014,"1 Vista Exchange Green, S(138617)","$1.30 for 1st hr, $0.65 for next subsequent 30min from 12midnight to 11.59pm ","$1.30 for 1st hr, $0.65 for next subsequent 30min from 12midnight to 11.59pm ",Charges same as weekdays ,"$2.14 for 1st hr, $1.07 for next subsequent 30min from 12midnight to 11.59pm ",138617,23007.9595,32126.52651
